applicationdate,application_month_dt,salary_6m_amt,trans_out_cashless_sum_3m_amt,avg_salary_6m_amt,active_deal_3m_amt,conf_income_amt,trans_out_services_sum_3m_pct,trans_in_cashless_sum_1m_amt,dti_app_inc_w_services,trans_out_cash_sum_1m_amt,trans_out_cash_sum_6m_amt,trans_in_sum_12m_amt,trans_in_sum_e4m_amt,trans_out_services_sum_1m_amt,trans_out_cash_sum_6m_pct,trans_out_sum_e2m_amt,trans_out_sum_3m_amt,dti_app_inc,trans_out_sum_e5m_amt,trans_out_sum_e3m_amt,trans_out_sum_12m_amt,trans_in2out_cnt_12m_pct,trans_in_sum_3m_amt,trans_out_cashless_sum_12m_amt,salary_1mto12m_amt,trans_in_sum_e3m_amt,trans_in2out_sum_3m_pct,trans_out_cash_sum_12m_amt,trans_out_services_sum_12m_amt,active_deal_12m_amt,trans_in_return_sum_12m_amt,salary_1m_amt,add_income_amt,active_outstanding_amt,trans_out_cashless_sum_1m_amt,total_income_amt,trans_in_sum_1m_amt,active_credit_limit,all_debt_to_income,trans_out_sum_1m_amt,main_income_amt,trans_out_cashless_sum_6m_pct,salary_1mto3m_amt,salary_1mto6m_amt,dti_salary,trans_in2out_sum_12m_pct,salary_to_income,active_dealcnt_1m_to_3m_pct,active_dealcnt_1m_to_6m_pct,firth_deal_age_month,last_deal_age_month,del_12m_cnt,salary_6m_cnt,salary_month_12m_cnt,del_6m_cnt,active_deal_cnt,active_deal_12m_cnt,trans_out_sum_6m_cnt,until_close_month_cnt,salary_12m_cnt,trans_in_sum_12m_cnt,trans_in_sum_3m_cnt,trans_out_sum_3m_cnt,region,reg_region,industry_group,industry,live_region,bki_less_6m_flg,deal_type_6_flg,employmenttype,inquiry_1_week,gender,bki_del59_12m_flg,education_group,education,deal_type_9_flg,zp_segment,bki_del90_6m_flg,saleschannel,loanpurpose,age,raw_lgbm,score4,score_list,util_score,logreg_pd,logreg_pd_isoton,new_gl_90_12
2020-10-16,2020-10-01,101558.0,22411.09135135135,847604.823536036,,20000.0,1.53,29355.0,,0.0,0.0,160369.8276659362,11220.0,46247.660079956055,0.0,43747.54287253654,107307.31018066406,,12850.52001953125,31427.57394658837,249864.8802528381,0.1500108828828829,42538.795945945945,43371.66824846918,,17500.0,0.4,0.0,206495.68030166623,,0.0,47023.0,,,9100.0,20000.0,29355.327027027022,,,55391.97633085505,20043.71162162162,0.67,6.56,5.563201873873873,,0.64,35.85,,,,,42,8,8,25,25,57,299,661,9,51,14,160,64,65,1,32,64,2,2,2,0,1,2,0,2,2,0,2,3,13,5,0.0485022763106768,0.008279,716.0,0.1445389163570961,0.0554227316435704,0.0654761904761905,0
2020-10-16,2020-10-01,328805.84,0.0913513513513513,2741336.823536036,813739.0,102000.0,0.24,0.0,17335.655261693693,68000.0,361000.0,179535.8276659362,0.0,260.0,5.29,21952.56283103264,116085.55003356934,0.17,109600.69004058838,18557.153978937004,690892.3999214172,0.0300108828828828,4.795945945945946,2.468297297297297,4155850.711178183,0.0,0.0,571500.0,119392.39992141724,813918.0396810811,0.0,124498.58,,813739.0,0.0,102000.0,0.327027027027027,1676942.0,7.98,68304.31625089899,52043.71162162162,0.0,5.94,4.5432018738738735,0.01,0.26,20.56,1.0,0.0,120.0,5.0,0,20,13,0,4,5,167,636,36,6,0,47,58,59,0,28,58,1,0,2,0,1,0,0,2,1,0,0,3,13,15,0.0081283224823697,0.010592,850.0,0.1104669308616151,0.0070349956583241,0.0037940379403794,0
2020-10-16,2020-10-01,289409.07,128944.66135867556,2413030.423536036,1444608.0,55000.0,1.08,970.0,25820.245261693693,23400.0,35900.0,413968.8276659362,11000.0,37697.72008895874,0.37,77329.99279700554,266610.0897808075,0.47,36928.41987323761,43501.6838403872,844864.5701136589,0.0500108828828828,150504.79594594595,514161.5183046406,4083883.041178183,15500.0,0.56,60800.0,269905.5201063156,1444787.0396810812,618.0,81559.7,15000.0,1444608.0,36600.0,55000.0,26521.197022144213,1592293.0,26.27,97742.03633985772,40043.71162162162,2.04,5.27,3.383201873873874,0.02,0.49,28.14,0.0,0.0,68.0,1.0,0,16,13,0,3,9,782,636,29,51,13,419,53,54,0,28,53,1,1,2,0,0,0,0,2,1,0,0,3,13,6,0.0082720211508458,0.053633,883.0,0.2673626199323508,0.0075393389827079,0.0037940379403794,0
2020-10-16,2020-10-01,296118.17,55150.09135135135,2468939.523536036,935251.0,85000.0,1.18,0.0,25215.795261693693,19000.0,136700.0,9535.827665936204,4000.0,1897.7300281524656,3.38,12180.292834389573,173545.82998931408,0.3,35836.48002624512,56184.74399053369,610494.2300442457,0.0200108828828828,9504.795945945943,202952.4682972973,3012675.0411781827,0.0,0.05,314900.0,92644.23004424572,935430.0396810812,0.0,60135.54,,933779.0,19500.0,100000.0,0.327027027027027,1145267.0,10.99,40442.046279051465,50043.71162162162,2.79,4.55,2.443201873873874,0.02,0.02,15.55,0.0,0.0,146.0,3.0,0,15,13,0,4,6,110,637,27,4,4,65,68,69,3,23,68,1,0,2,1,0,0,1,4,1,0,0,13,14,18,0.0471427983891685,0.025512,834.0,0.2888587960441483,0.0231385467199811,0.0209042294603791,0
2020-10-16,2020-10-01,596821.28,20350.09135135135,4974798.823536037,148301.0,60000.0,2.44,270.0,6967.715261693694,20500.0,278100.0,832355.1676622741,775000.0,49729.52997589111,3.4,66060.34292136467,455387.91077423096,0.12,97206.17005372047,85167.83417760643,654296.8707067966,0.0200108828828828,791975.7959459459,20352.4682972973,24476061.041178185,0.0,1.74,278100.0,355846.87070679665,148480.03968108108,819.3399963378906,244701.63,,148301.0,11670.0,100000.0,7770.327027027027,611000.0,2.47,81943.8462267901,60043.71162162162,0.25,8.04,4.923201873873873,0.0,1.27,50.71,1.0,1.0,72.0,7.0,0,18,7,0,5,5,487,636,18,8,5,271,15,16,0,28,15,0,0,2,0,0,0,0,2,1,0,0,10,14,8,0.0053676186316578,0.013134,829.0,0.0526409331819634,0.0075944072741496,0.0037940379403794,0
2020-10-16,2020-10-01,575008.54,138112.91141971073,4793025.923536036,1216196.0,105000.0,0.81,15500.0,37656.895261693695,34000.0,8200.0,135601.8276659362,7700.0,37664.32991790772,0.07,77538.57292472161,232172.39993858337,0.36,115595.19986343384,67061.43382322106,462735.5996723175,0.0700108828828828,29020.795945945945,294108.68839007075,20568837.041178185,20700.0,0.12,9200.0,159429.37957954407,1216375.0396810812,0.0,205629.39,,1216196.0,41037.40002441406,185000.0,52000.32702702703,1475636.0,11.58,112746.04619322075,85043.71162162162,2.54,6.8,4.2932018738738735,0.01,0.29,28.82,0.0,0.0,90.0,1.0,1,20,9,0,10,15,459,637,20,34,6,261,64,59,0,28,64,1,0,2,0,1,1,0,2,1,0,0,3,7,7,0.0092789043362422,0.024988,830.0,0.2627654266059452,0.0115527870047311,0.0072332730560578,0
2020-10-16,2020-10-01,,,,10267090000.0,80000.0,,,225530004.60526168,,,,,,,,,2819.12,,,,,,,,,,,,10267090179.03968,,,,10267090000.0,,80000.0,,11890239000.0,128339.0,,80043.71162162162,,,,,,,1.0,1.0,171.0,5.0,0,77,48,0,5,5,1022,636,111,224,105,607,69,43,2,21,42,1,0,2,0,0,0,1,4,1,1,0,13,14,16,0.0784934205025509,0.012635,,0.2943365061064021,0.0507448694177181,0.0541103017689906,0
2020-10-16,2020-10-01,,0.0913513513513513,,723527.0,44000.0,,16300.0,16604.635261693693,0.0,23700.0,32635.827665936205,0.0,0.0,,14.412837136153486,12168.549987792969,0.38,15049.699951171877,309.75393926415313,51277.24993896485,0.0900108828828828,32504.795945945945,2.468297297297297,,16300.0,2.67,23700.0,27577.249938964844,723706.0396810811,0.0,,10000.0,723527.0,0.0,44000.0,16300.327027027028,855525.0,16.44,44.31625089899482,34043.71162162162,,,,,0.64,,1.0,0.0,172.0,7.0,1,77,48,0,2,6,32,503,111,3,2,14,70,71,1,32,70,0,0,2,2,0,1,1,4,1,1,0,3,5,22,0.0296532081134345,0.032547,850.0,0.2452775605851962,0.0138371028320138,0.0123339658444022,0
2020-10-16,2020-10-01,,,,16470.0,35000.0,,,1354.6052616936936,,,,,,,,,0.04,,,,,,,,,,,,16649.03968108108,,,,16470.0,,35000.0,,276091.0,0.47,,35043.71162162162,,,,,,,1.0,1.0,158.0,6.0,0,77,48,0,3,3,1022,636,111,224,105,607,69,43,2,22,42,0,0,2,3,0,0,0,2,1,1,0,13,14,18,0.0374279623169893,0.029465,891.0,0.0589987629178721,0.0080131765107546,0.0050632911392405,0
2020-10-16,2020-10-01,0.0,0.0913513513513513,1288.123536036036,294351.0,90000.0,,0.0,9452.605261693694,0.0,0.0,319035.8276659362,106500.0,0.0,,14.412837136153486,0.0,0.1,0.0,9.753939264153145,109914.34997558594,0.7400108828828829,114004.79594594597,332.4682972972973,,0.0,,100000.0,9584.349975585938,294530.0396810811,0.0,0.0,,294351.0,0.0,190000.0,4000.327027027027,610588.0,3.27,44.31625089899482,60043.71162162162,,,,,2.9,0.0,1.0,1.0,152.0,10.0,1,0,13,1,2,2,0,501,0,14,6,0,73,74,3,31,73,0,0,2,3,1,1,0,2,1,1,1,13,14,16,0.0265992805408687,0.013091,856.0,0.2943954423347586,0.012395739148997,0.0104166666666666,0
2020-10-16,2020-10-01,771531.06,249000.0913513513,6430713.623536036,1738762.0,165000.0,0.91,0.0,30835.755261693696,0.0,186800.0,515035.8276659362,0.0,41122.63999938965,2.31,141156.5528517846,501859.3198547363,0.19,70274.16986083984,239015.31381475244,1312520.5794944763,0.0400108828828828,164004.79594594595,598674.4682972973,8071887.041178183,154000.0,0.33,364300.0,349308.5794944763,1738941.0396810812,0.0,161319.78,,1738762.0,39870.0,365000.0,0.327027027027027,1751375.0,10.54,81036.95625028864,130043.71162162162,5.42,4.07,2.5132018738738737,0.01,0.39,24.04,0.0,0.0,143.0,1.0,1,15,25,0,2,6,179,368,26,16,8,56,73,74,2,20,73,1,0,2,0,1,1,0,2,1,0,0,13,14,27,0.0160112642240646,0.004308,838.0,0.1802615827043304,0.0099329784537486,0.0050724637681159,0
2020-10-16,2020-10-01,,0.0913513513513513,,5710.0,30000.0,0.0,0.0,243.6052616936937,0.0,0.0,35.82766593620648,0.0,6898.410051345825,0.0,14.412837136153486,0.0,0.01,0.0,9.753939264153145,0.0,,4.795945945945946,2.468297297297297,,0.0,,0.0,0.0,5889.039681081081,0.0,,10000.0,5710.0,0.0,30000.0,2000.327027027027,431000.0,0.19,6942.7263022448205,20043.71162162162,0.0,,,,,,1.0,1.0,111.0,46.0,0,77,48,0,3,4,0,636,111,0,0,0,69,40,2,22,69,0,0,2,0,1,0,1,4,0,1,0,3,13,39,0.0230516765866877,0.008002,904.0,0.0217152806651183,0.004736877201565,0.0026737967914438,0
2020-10-16,2020-10-01,284512.08,13400.091351351351,2372222.123536036,684648.0,50000.0,2.48,1000.0,15802.985261693691,7300.0,274000.0,133846.8276659362,54000.0,15161.610036849976,12.03,26555.25278769768,113390.60977935792,0.32,49584.74003982544,18118.6338983706,570179.5200748444,0.0300108828828828,55004.795945945945,55846.188275629815,4168098.041178183,0.0,0.49,328500.0,185835.80009651184,684827.0396810811,59.0,83244.0,,684648.0,315.9300003051758,50000.0,8700.327027027028,940000.0,13.69,22821.856288054147,45043.71162162162,1.32,5.76,3.5132018738738737,0.01,0.23,28.88,1.0,0.0,117.0,6.0,0,16,14,0,4,5,335,636,29,17,3,167,68,23,0,28,68,0,0,2,3,1,0,0,2,1,0,0,3,13,11,0.009371696349309,0.010592,857.0,0.1094894413682716,0.0067122414872146,0.0037940379403794,0
2020-10-16,2020-10-01,278346.44,0.0913513513513513,2320841.823536036,32724.0,47000.0,0.01,0.0,4.605261693693693,31200.0,248000.0,36.82766593620648,0.0,589.3399925231934,7.8,55114.41283713615,156436.0,0.0,22743.0,46045.75393926416,445007.28001213074,0.0100108828828828,4.795945945945946,2.468297297297297,4316439.541178183,0.0,0.0,430100.0,14907.280012130735,32903.03968108108,1.0,86210.83,,32724.0,0.0,47000.0,0.327027027027027,63000.0,0.7,31833.6562434222,47043.71162162162,0.0,6.05,3.723201873873874,0.0,0.0,30.3,0.0,0.0,73.0,19.0,4,18,13,1,1,2,17,161,32,1,0,10,40,29,3,18,40,0,0,2,0,0,1,1,4,0,0,1,3,13,6,0.0339655777305234,0.06103,807.0,0.414336175472192,0.0321529893089311,0.0290519877675841,0
2020-10-16,2020-10-01,,0.0913513513513513,,25736.0,20000.0,1.62,500.0,1176.2452616936937,0.0,0.0,115635.82766593622,11000.0,23550.94006347656,0.0,2035.4428664330285,38255.82020568848,0.06,14388.27996826172,19712.96414434228,94323.97011089323,0.0700108828828828,48404.795945945945,2.468297297297297,,16100.0,1.27,0.0,94323.97011089323,25915.03968108108,0.0,,,25736.0,0.0,70000.0,500.32702702702704,50000.0,1.29,23595.256314375554,,0.0,,,,1.23,,1.0,1.0,139.0,17.0,0,77,48,0,2,3,136,637,111,10,6,41,43,44,1,0,43,0,0,0,0,1,0,1,4,0,1,0,13,14,39,0.0188745585847679,0.029696,841.0,0.0792860589353937,0.0095671339589106,0.0050724637681159,0
2020-10-16,2020-10-01,677636.37,133791.67142947635,5648257.923536036,4083574.0,115000.0,0.9,41700.0,75127.97526169369,3700.0,136100.0,721495.4876390807,52505.5299987793,108604.9203529358,0.96,99795.56264601984,265369.8199491501,0.65,265494.2198586464,67226.14399968895,1913495.7088599205,0.1600108828828829,267926.32594472525,773932.2181752269,6577046.371178183,187916.0,1.01,483500.0,656065.9589819908,4083753.039681081,79880.33001708984,197134.45,30000.0,4083574.0,29777.7900390625,145000.0,79542.32702702703,5467345.0,35.51,142127.02664289728,85043.71162162162,2.33,6.67,3.493201873873874,0.03,0.38,25.71,0.0,0.0,175.0,0.0,0,21,13,0,5,8,564,637,41,160,44,210,51,52,0,25,51,1,1,2,3,0,0,0,2,1,0,0,13,14,17,0.0124310828832476,0.017278,851.0,0.3518160037312793,0.0110926998778118,0.0072332730560578,0
2020-10-16,2020-10-01,,0.0913513513513513,,31555.0,100000.0,2.85,0.0,4.725261693693693,0.0,1500.0,100034.82766593622,10000.0,12542.31999206543,0.12,5603.562831032638,35769.62009429932,0.0,26983.829986572266,7968.184038751458,93114.7301712036,0.0600108828828828,32004.795945945945,2.468297297297297,,12000.0,0.89,1500.0,91614.7301712036,31734.03968108108,10999.0,,,31555.0,0.0,250000.0,29000.327027027022,215000.0,0.32,12586.636242964423,85043.71162162162,0.0,,,,1.07,,1.0,1.0,159.0,32.0,0,77,48,0,2,4,120,636,111,7,3,58,68,69,2,4,68,0,0,2,0,1,0,0,2,0,1,0,13,14,30,0.0237434063825917,0.021301,901.0,0.0362854852555809,0.0052965571463424,0.0026737967914438,0
2020-10-16,2020-10-01,,,,2824180000.0,80000.0,,,15000004.605261693,,,,,,,,,187.5,,,,,,,,,,,,2824180179.039681,,,,2824180000.0,,80000.0,,3120000000.0,35302.2,,80043.71162162162,,,,,,,1.0,1.0,13.0,8.0,1,77,48,1,2,2,1022,216,111,224,105,607,42,17,2,22,42,0,0,2,3,0,1,1,4,1,1,1,3,13,34,0.1125158448883775,0.077432,,0.2300325990983935,0.1033553636209819,0.1006864988558352,1
2020-10-16,2020-10-01,,0.0913513513513513,,1266684.0,709388.0,,0.0,37775.605261693694,0.0,0.0,288145.4526659362,0.0,0.0,,14.412837136153486,0.0,0.05,0.0,9.753939264153145,225816.52001953125,0.0900108828828828,4.795945945945946,65752.4682972973,,0.0,,59000.0,101066.52001953124,1266863.0396810812,0.0,,,1266684.0,0.0,709388.0,0.327027027027027,2636829.0,1.79,44.31625089899482,689431.7116216216,,,,,1.28,,1.0,1.0,180.0,5.0,0,77,48,0,4,7,0,636,111,4,0,0,52,53,0,14,52,1,1,2,6,1,0,0,2,1,1,0,13,14,36,0.0277072348606015,0.046597,966.0,0.1964518926765687,0.0041997167920533,0.0026737967914438,0
2020-10-16,2020-10-01,,0.0913513513513513,,253145.0,18000.0,,10000.0,9468.605261693694,0.0,0.0,32035.827665936205,10000.0,0.0,,14.412837136153486,100.0,0.53,0.0,109.75393926415316,100.0,4.000010882882883,32004.795945945945,2.468297297297297,,12000.0,320.0,0.0,100.0,253324.03968108108,0.0,,,253145.0,0.0,33000.0,10000.327027027028,283133.0,14.06,44.31625089899482,,,,,,320.0,,0.0,0.0,181.0,5.0,1,77,48,0,2,4,1,637,111,4,4,1,5,6,1,0,5,1,0,0,0,1,1,0,2,1,1,0,13,14,39,0.0267418359202123,0.047895,841.0,0.2072733291292816,0.0142819833005441,0.0123339658444022,0
2020-10-16,2020-10-01,328281.69,56400.09135135135,2736968.923536036,67597.0,40000.0,0.68,0.0,5441.895261693694,6000.0,54400.0,35.82766593620648,0.0,28325.289999485016,1.07,38533.02283965385,101565.6701374054,0.14,13196.56003189087,32919.734030359126,197810.83032798767,1.0882882882882884e-05,4.795945945945946,95152.4682972973,13008413.041178182,0.0,0.0,54400.0,48260.83032798767,67776.03968108108,0.0,130025.15,,67597.0,16700.0,40000.0,0.327027027027027,110000.0,1.69,51069.60625038401,40043.71162162162,1.86,7.49,4.7532018738738735,0.0,0.0,43.38,1.0,1.0,44.0,7.0,0,16,8,0,2,2,212,181,17,0,0,135,66,67,0,28,66,0,0,2,4,0,0,0,2,1,0,0,13,14,5,0.0120389045682485,0.016276,667.0,0.1382601313748588,0.0468746255623841,0.0541103017689906,0
2020-10-16,2020-10-01,372890.98,35400.09135135135,3108712.923536036,0.0,60000.0,1.68,0.0,5.155261693693693,29000.0,129300.0,34337.82766593621,0.0,23197.23004341125,2.18,63111.1524459008,171798.88970947266,0.0,16267.530029296877,9874.04403936181,420506.5498390198,0.0400108828828828,21754.795945945945,103902.4682972973,13398349.041178182,1750.0,0.13,153800.0,162806.54983901978,179.03968108108108,0.0,133924.51,10000.0,0.0,7000.0,75000.0,0.327027027027027,483000.0,0.0,59241.54629431025,50043.71162162162,1.24,5.97,4.313201873873873,0.0,0.08,37.39,1.0,1.0,141.0,36.0,0,8,10,0,1,2,129,636,12,7,4,73,56,57,1,32,56,0,0,2,0,0,0,1,4,0,0,0,13,14,30,0.0200774971254075,0.016321,860.0,0.0281099070775988,0.007174261472808,0.0037940379403794,0
2020-10-16,2020-10-01,1500953.26,155979.09135135135,12509231.923536036,513.0,140000.0,1.11,0.0,4.855261693693693,38800.0,9500.0,1417035.8276659362,209000.0,20840.699951171875,0.1,72310.86303244866,261108.41006469727,0.0,275275.8699645996,61811.45395147119,1640519.05112648,0.0800108828828828,404004.795945946,857631.4682972973,17815548.041178185,139000.0,1.55,114600.0,668290.0511264801,692.0396810810811,0.0,356193.0,,513.0,35000.0,140000.0,4448200.327027027,100000.0,0.0,94685.01620207088,140043.71162162162,5.46,4.4,2.853201873873874,0.0,0.86,57.78,1.0,0.0,141.0,8.0,0,16,13,0,4,5,198,636,29,33,11,67,70,71,0,28,70,0,0,2,2,1,0,0,2,0,0,0,3,13,13,0.0058773496546559,0.089672,998.0,0.0538803835527526,0.0019251616820543,0.0,0
2020-10-16,2020-10-01,,,,9508.0,43800.0,,,4.605261693693693,,,,,,,,,0.0,,,,,,,,,,,,9687.039681081082,,,,9508.0,,43800.0,,175000.0,0.22,,34843.71162162162,,,,,,,1.0,1.0,55.0,21.0,1,77,48,0,2,3,1022,499,111,224,105,607,69,70,0,11,69,0,0,2,0,0,1,1,3,0,1,0,13,14,17,0.0243376481361156,0.028815,763.0,0.0809027314410744,0.0225171292690416,0.0209042294603791,0
2020-10-16,2020-10-01,,,,1040713.0,60000.0,,,14806.605261693694,,,,,,,,,0.25,,,,,,,,,,,,1040892.0396810812,,,,1040713.0,,100000.0,,1100000.0,17.35,,45043.71162162162,,,,,,,1.0,1.0,93.0,12.0,0,77,48,0,1,2,1022,273,111,224,105,607,15,16,0,28,15,0,1,2,0,1,0,0,2,0,1,0,3,13,10,0.0082162689983589,0.007145,734.0,0.0446232895953042,0.0194979141980771,0.0209042294603791,0
2020-10-16,2020-10-01,,,,382329.0,30000.0,,,6804.605261693694,,,,,,,,,0.23,,,,,,,,,,,,382508.0396810811,,,,382329.0,,30000.0,,377489.0,12.74,,30043.71162162162,,,,,,,0.0,0.0,182.0,1.0,0,77,48,0,3,7,1022,636,111,224,105,607,16,17,3,23,16,1,0,2,0,0,0,0,2,1,1,0,13,14,42,0.0349441612904413,0.028167,723.0,0.1954662275072106,0.047048371742917,0.0541103017689906,0
2020-10-16,2020-10-01,,,,71874.0,67000.0,,,9370.605261693694,,,,,,,,,0.14,,,,,,,,,,,,72053.03968108108,,,,71874.0,,67000.0,,211703.0,1.07,,42043.71162162162,,,,,,,1.0,1.0,117.0,0.0,0,77,0,0,4,4,1022,283,111,224,105,607,53,54,1,32,53,1,0,2,2,1,0,0,2,1,1,0,3,13,23,0.0267348617323621,0.026036,702.0,0.0759215380108107,0.0413733137462598,0.0530679933665008,0
2020-10-16,2020-10-01,139850.4,25550.09135135135,1166708.123536036,503.0,50000.0,1.19,8300.0,4.815261693693693,16300.0,64900.0,6491.827665936206,2456.0,9832.350011825562,2.46,38499.54292415416,121935.04003727436,0.0,0.0,50373.923945062495,121935.04003727436,0.0300108828828828,6460.795945945946,25552.4682972973,,4000.0,0.05,64900.0,31485.04003727436,682.0396810810811,0.0,62709.28,,503.0,215.0,50000.0,8300.327027027028,20000.0,0.01,26391.66626272456,50043.71162162162,0.97,5.38,5.383201873873873,0.0,0.05,23.31,1.0,1.0,4.0,4.0,0,10,13,0,1,1,119,636,11,3,3,119,69,64,2,20,63,1,0,2,3,0,0,0,2,0,0,0,3,13,5,0.0239279486194329,0.04261,763.0,0.2539531646568607,0.0302698705108739,0.0290519877675841,0
2020-10-16,2020-10-01,146415.57,7957.091351351351,1221417.9235360362,19117.0,35000.0,1.63,1500.0,5.085261693693694,5900.0,44300.0,19285.397673260424,8999.570007324219,13022.849924087524,1.44,21473.8028441552,83228.4800415039,0.0,23634.400024414062,26936.973991983272,129786.67004585266,0.0300108828828828,13504.365953270166,8711.468297297297,5130233.041178183,4500.0,0.16,44300.0,76777.67004585266,19296.03968108108,1749.5700073242188,51243.35,10000.0,19117.0,11829.0,35000.0,1500.327027027027,331000.0,0.55,30796.16617498652,25043.71162162162,0.28,6.29,4.203201873873874,0.0,0.15,23.26,1.0,1.0,162.0,1.0,0,15,7,0,6,6,353,585,15,10,4,174,1,1,2,20,1,1,0,2,0,0,0,1,4,0,0,0,3,13,34,0.0387988282566964,0.027242,777.0,0.072836671910177,0.0251501098063656,0.0209042294603791,0
2020-10-16,2020-10-01,218182.62,0.0913513513513513,1819476.623536036,271835.0,30000.0,2.19,0.0,14954.045261693696,12500.0,136700.0,31435.827665936205,2000.0,5762.289993286133,7.49,35855.16287146843,104990.86006164552,0.5,49087.37017250061,35743.06393682275,500115.80033266544,0.0100108828828828,12004.795945945943,2.468297297297297,1659346.041178183,0.0,0.11,258700.0,241175.80033266544,272014.0396810811,0.0,16534.48,,271835.0,0.0,55000.0,0.327027027027027,417965.0,9.06,18306.606244185128,30043.71162162162,0.0,1.71,0.913201873873874,0.02,0.06,32.27,1.0,1.0,177.0,7.0,2,8,13,2,3,3,252,636,15,5,2,134,51,52,0,2,51,0,0,2,0,0,1,1,5,1,0,1,3,14,33,0.0287868852062071,0.026917,788.0,0.274280380687992,0.0253746801323223,0.0238095238095238,0
2020-10-16,2020-10-01,,,,459644.0,33000.0,,,17711.605261693694,,,,,,,,,0.54,,,,,,,,,,,,459823.0396810811,,,8000.0,459644.0,,33000.0,,632900.0,13.93,,25043.71162162162,,,,,,,1.0,0.0,166.0,9.0,1,77,48,1,4,5,1022,636,111,224,105,607,48,49,3,8,48,0,0,2,0,1,1,0,2,1,1,1,13,14,32,0.0393834863786977,0.006474,813.0,0.2200523826029962,0.0207772766141536,0.0209042294603791,0
2020-10-16,2020-10-01,106127.15,26059.24134524784,885681.023536036,196824.0,51100.0,1.14,0.0,5754.005261693694,15600.0,42000.0,323032.8276659362,10400.0,157653.73919677734,0.22,157621.58314429558,282386.39039993286,0.11,0.0,109051.4938074282,282386.39039993286,0.2500108828828828,323001.79594594595,26061.618291193783,,110200.0,1.14,42000.0,214327.2404060364,197003.03968108108,4847.0,49961.18,25000.0,196824.0,14598.230117797852,51100.0,67000.32702702703,395414.0,3.85,187896.2855654742,26143.71162162162,0.14,5.65,5.653201873873874,0.01,1.14,17.31,1.0,1.0,64.0,4.0,0,8,4,0,3,3,67,217,8,17,17,67,65,66,0,28,65,1,0,2,0,1,0,0,2,1,0,0,13,14,11,0.0103884839061196,0.028403,772.0,0.1752162561408694,0.0183865089811897,0.0157927984838913,0
2020-10-16,2020-10-01,,0.0913513513513513,,280391.0,155085000000000.0,,0.0,6376.605261693694,0.0,12700.0,36135.82766593621,6400.0,0.0,,630.8728438500207,1508.7600021362305,0.0,141.39999389648438,902.0539346865164,20018.220071792603,0.1700108828828829,20604.795945945945,2.468297297297297,,7200.0,13.65,12700.0,7318.220071792602,280570.0396810811,0.0,,,280391.0,0.0,155085000000000.0,11500.327027027028,310585.0,0.0,44.31625089899482,155085000000043.72,,,,,1.8,,1.0,0.0,165.0,7.0,0,77,48,0,2,4,42,217,111,7,3,11,73,39,0,3,38,0,0,2,2,1,0,1,5,1,1,0,7,13,42,0.0357627218587001,0.073722,746.0,0.1325726775749369,0.0410436068948611,0.0530679933665008,0
2020-10-16,2020-10-01,,0.0913513513513513,,3582213.0,103000.0,,26300.0,73885.6052616937,0.0,0.0,207575.8276659362,23000.0,0.0,,14.412837136153486,0.0,0.72,0.0,9.753939264153145,0.0,,48654.795945945945,2.468297297297297,,25650.0,,0.0,0.0,3582392.039681081,0.0,,30000.0,3582213.0,0.0,103000.0,26300.327027027022,4059798.0,34.78,44.31625089899482,73043.71162162162,,,,,,,1.0,1.0,139.0,5.0,0,77,48,0,7,7,0,636,111,9,2,0,11,12,1,32,11,1,1,2,1,0,0,1,3,1,1,0,13,14,13,0.0229135187925272,0.03009,752.0,0.2521388258502935,0.0315194036588533,0.0290519877675841,0
2020-10-16,2020-10-01,,0.0913513513513513,,111151.0,54200.0,,0.0,6914.605261693694,0.0,20000.0,35035.82766593621,5000.0,0.0,,20014.412837136155,20000.0,0.13,0.0,9.753939264153145,20000.0,6.000010882882883,20004.795945945945,2.468297297297297,,5000.0,1.0,20000.0,0.0,111330.03968108108,0.0,,,111151.0,0.0,84200.0,10000.327027027028,368000.0,2.05,44.31625089899482,33043.71162162162,,,,,1.75,,1.0,1.0,155.0,16.0,2,77,48,0,3,4,1,636,111,6,3,1,25,26,2,4,25,0,0,2,0,1,1,1,4,1,1,0,3,6,41,0.0282173468095637,0.053407,868.0,0.0985287666158179,0.0097797545224083,0.0050724637681159,0
2020-10-16,2020-10-01,632148.65,29650.09135135135,5269193.523536037,878813.0,50000.0,1.76,27000.0,21447.565261693693,8500.0,43900.0,327835.8276659362,27000.0,55791.45983505249,0.53,33676.84291373527,186203.82010650635,0.43,134925.9700965881,65148.01390325341,754108.3000068665,0.0300108828828828,57004.795945945945,144663.4682972973,11714475.541178182,5000.0,0.31,173551.78002929688,435895.5199775696,878992.0396810811,0.0,234171.55,,878813.0,17835.0,150000.0,27000.327027027022,1201378.0,17.58,82170.77608595148,50043.71162162162,1.32,7.34,4.453201873873874,0.01,0.43,63.77,1.0,1.0,90.0,5.0,0,17,14,0,4,6,471,636,30,19,3,225,17,18,0,28,17,1,0,2,0,1,0,0,2,1,0,0,3,13,8,0.0092789043362422,0.011265,902.0,0.066650309552924,0.0040522661038393,0.0026737967914438,0
